model,dimension,score
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,cognitive_forcing,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,2.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,2.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.4
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,3.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.4
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.2
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,3.0
Devstral-2 123B,complementarity,0.0
Devstral-2 123B,complementarity,0.6
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,2.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,2.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,2.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,2.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.6
Devstral-2 123B,contrastive_explanation,1.4
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,contrastive_explanation,1.2
Devstral-2 123B,contrastive_explanation,1.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,1.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,1.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.4
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.4
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.4
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,1.0
Devstral-2 123B,draft_annotation,0.2
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,1.4
Devstral-2 123B,draft_annotation,0.0
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,draft_annotation,0.6
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.75
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.2
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.75
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.4
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.8
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,1.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,skill_preservation,2.0
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.6
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.8
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.6
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.8
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,0.6
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,1.8
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,0.6
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,2.0
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,0.6
Devstral-2 123B,uncertainty_transparency,1.0
Devstral-2 123B,uncertainty_transparency,1.8
Devstral-2 123B,uncertainty_transparency,0.0
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,0.4
Devstral-2 123B,uncertainty_transparency,0.6
Devstral-2 123B,uncertainty_transparency,1.2
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.2
Devstral-2 123B,uncertainty_transparency,2.0
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.8
Devstral-2 123B,uncertainty_transparency,0.8
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.2
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,cognitive_forcing,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.6
DeepSeek V3.2,complementarity,0.6
DeepSeek V3.2,complementarity,3.0
DeepSeek V3.2,complementarity,1.0
DeepSeek V3.2,complementarity,0.4
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.6
DeepSeek V3.2,complementarity,0.6
DeepSeek V3.2,complementarity,3.0
DeepSeek V3.2,complementarity,1.0
DeepSeek V3.2,complementarity,0.4
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,3.0
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.6
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,3.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,3.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.2
DeepSeek V3.2,complementarity,0.8
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,complementarity,0.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,2.6
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,2.6
DeepSeek V3.2,contrastive_explanation,2.2
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.6
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,2.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,2.4
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.8
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,1.0
DeepSeek V3.2,contrastive_explanation,2.4
DeepSeek V3.2,contrastive_explanation,1.4
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,contrastive_explanation,1.2
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.2
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.2
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.2
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.2
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.4
DeepSeek V3.2,draft_annotation,1.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
DeepSeek V3.2,draft_annotation,0.0
